Gene name	Gene type
Neurod1	protein_coding
Gm29576	unprocessed_pseudogene
Cyp2e1	protein_coding
Olfr1455-ps1	unprocessed_pseudogene
Muc5ac	protein_coding
Zup1	protein_coding
Gm49524	TEC
Zfpm2	protein_coding
Cyp2g1	protein_coding
Cerkl	protein_coding
Mroh3	protein_coding
Lim2	protein_coding
Gm13324	antisense
Gm15621	processed_pseudogene
Gm29188	lincRNA
Nebl	protein_coding
Rasl10a	protein_coding
Gm37671	TEC
Focad	protein_coding
Gm19087	processed_pseudogene
Gm39929	lincRNA
Gm14007	processed_pseudogene
Gm9083	processed_pseudogene
Gm8941	processed_pseudogene
Slc9a7	protein_coding
Ephb4	protein_coding
Gm38999	protein_coding
Gm49526	TEC
Gm28944	lincRNA
Lim2	protein_coding
Gm49525	TEC
Jpt1	protein_coding
Gm28943	unprocessed_pseudogene
Obsl1	protein_coding
Trmt10c	protein_coding
Olfr1456-ps1	unprocessed_pseudogene
Fbp1	protein_coding
Acp2	protein_coding
Cldn14	protein_coding
Rabep2	protein_coding
Bbs1	protein_coding
Ccdc187	protein_coding
Frmd8os	antisense
Gm17181	processed_pseudogene
Pusl1	protein_coding
Neu2	protein_coding
Smad2	protein_coding
Gm28367	lincRNA
Phospho2	protein_coding
Gm49618	sense_intronic
Adam22	protein_coding
Zbed4-ps3	processed_pseudogene
Gm49616	TEC
Sult2a4	protein_coding
2410003I16Rik	lincRNA
Arhgef3	protein_coding
Gm11988	processed_pseudogene
Gm38394	protein_coding
N6amt1	protein_coding
Glud1	protein_coding
C730036E19Rik	lincRNA
Bicra	protein_coding
Btg1c	protein_coding
Gm29115	unprocessed_pseudogene
Gm50052	processed_pseudogene
Nepn	protein_coding
Gm4837	processed_pseudogene
Gm21813	unprocessed_pseudogene
Pdzk1ip1	protein_coding
Gm12361	processed_pseudogene
Gm14140	processed_pseudogene
Slc35d3	protein_coding
Olfr963	protein_coding
Rnf11	protein_coding
Gm17193	sense_intronic
Fez1	protein_coding
Gm2106	processed_pseudogene
Fcf1	protein_coding
Iyd	protein_coding
Tmem167-ps3	processed_pseudogene
Gm12362	processed_pseudogene
Dock6	protein_coding
Sult2a3	protein_coding
Gm5083	lincRNA
Gm7658	processed_pseudogene
Gm36949	TEC
Gm38948	lincRNA
Olfr1457	protein_coding
Gm6153	processed_pseudogene
Kncn	protein_coding
Gm11989	processed_pseudogene
Gm48829	lincRNA
Gm42961	processed_pseudogene
Gm46336	bidirectional_promoter_lncRNA
Vmn1r-ps2	unprocessed_pseudogene
Gm33684	lincRNA
Zfp213	protein_coding
Gm8579	lincRNA
Olfr1458	protein_coding
4930426D05Rik	antisense
A330076C08Rik	lincRNA
Vmn1r-ps3	unprocessed_pseudogene
Gm18222	processed_pseudogene
Gm47781	lincRNA
Rad51	protein_coding
Vmn1r2	protein_coding
Aspscr1	protein_coding
Gm48824	lincRNA
Gm43196	TEC
Vmn1r3	protein_coding
Klhl14	protein_coding
6430628N08Rik	protein_coding
Zc3h11a	protein_coding
Gm49619	processed_pseudogene
Alad	protein_coding
Pisd-ps1	transcribed_unprocessed_pseudogene
Gm49620	bidirectional_promoter_lncRNA
Gm7591	processed_pseudogene
6330415G19Rik	antisense
Olfr164	protein_coding
Gm8099	processed_pseudogene
Casp16	polymorphic_pseudogene
Gm45205	TEC
Pycard	protein_coding
Gm13624	processed_pseudogene
Gm13803	processed_pseudogene
Clk2	protein_coding
AI838599	lincRNA
Gm47369	processed_pseudogene
Gm47373	antisense
Lrrn3	protein_coding
Pnpla6	protein_coding
Gm3948	antisense
Gm15606	sense_intronic
Rskr	protein_coding
Gm17139	antisense
Gm47368	antisense
Gm47376	antisense
Opcml	protein_coding
Gm46348	lincRNA
Gm47371	antisense
Gm43197	TEC
Gm47375	antisense
Gm20559	processed_transcript
Arel1	protein_coding
Gm20906	protein_coding
Immp2l	protein_coding
Gm42786	processed_pseudogene
Gm42785	processed_pseudogene
Gm18700	processed_pseudogene
2600002D14Rik	sense_intronic
Eaf2	protein_coding
Gm18185	processed_pseudogene
Gm48115	TEC
1700017G19Rik	lincRNA
Olfr732	protein_coding
Gm43198	TEC
Tmem63c	protein_coding
Gm11783	processed_pseudogene
Gjc3	protein_coding
Gm29277	lincRNA
Gm12364	antisense
Ifnk	protein_coding
Gm8598	processed_pseudogene
Olfr733	protein_coding
Gm29089	lincRNA
Gm11786	processed_pseudogene
Mob3b	protein_coding
Gm29334	processed_pseudogene
Gm17177	transcribed_unprocessed_pseudogene
Gm28946	unprocessed_pseudogene
Gm48118	processed_pseudogene
Gm49287	transcribed_unprocessed_pseudogene
Gm46400	lincRNA
Gm28945	lincRNA
Rhox10	protein_coding
Gm48091	antisense
AC152418.1	unprocessed_pseudogene
Gm28947	lincRNA
Gm20531	antisense
Gm29577	unprocessed_pseudogene
Ube2f	protein_coding
Trim72	protein_coding
Gm29573	unprocessed_pseudogene
Gm45478	processed_pseudogene
C9	protein_coding
Ptpn6	protein_coding
Dhdh	protein_coding
Mef2c	protein_coding
Pafah1b1-ps2	unprocessed_pseudogene
Gsdmd	protein_coding
Sult2a-ps3	unprocessed_pseudogene
Gm6828	processed_pseudogene
Gm44583	processed_pseudogene
Pa2g4	protein_coding
Gm29111	unprocessed_pseudogene
Gm47374	TEC
Sult2a-ps4	unprocessed_pseudogene
Rpap3-ps1	processed_pseudogene
Gm28110	processed_pseudogene
Olfr734	protein_coding
Gm15749	lincRNA
Olfr1459	protein_coding
Ccdc136	protein_coding
Gm28109	lincRNA
Esco1	protein_coding
Olfr165	protein_coding
Olfr38	protein_coding
Rhox11	protein_coding
Gm15533	antisense
Gm27236	processed_pseudogene
Gm30052	lincRNA
Tmem196	protein_coding
Grhpr	protein_coding
Olfr589	protein_coding
Bax	protein_coding
Gm26898	unprocessed_pseudogene
Ddb2	protein_coding
Olfr590-ps1	unprocessed_pseudogene
Olfr166	protein_coding
Gm12158	antisense
Dync2h1	protein_coding
Rhox11-ps3	unprocessed_pseudogene
Ebf1	protein_coding
Gm8159	protein_coding
Kat6a	protein_coding
Olfr735	protein_coding
Rmdn3	protein_coding
Greb1	protein_coding
Olfr1057	protein_coding
Chpf	protein_coding
Olfr167	protein_coding
Gm43825	antisense
Rhox12	protein_coding
Olfr1058	protein_coding
Tmbim7	protein_coding
Olfr591	protein_coding
Lingo3	protein_coding
1700022N22Rik	antisense
1500009L16Rik	protein_coding
Olfr592	protein_coding
Gm15428	processed_pseudogene
Tlr11	protein_coding
Zfp729b	protein_coding
Rab11fip3	protein_coding
Gm3239	protein_coding
Gm12645	processed_pseudogene
Gm45253	lincRNA
Rpl31-ps13	processed_pseudogene
Rhox13	protein_coding
Styk1	protein_coding
Gm45245	processed_pseudogene
Naip1	protein_coding
Hspa12b	protein_coding
Atp2a3	protein_coding
Olfr1059-ps1	unprocessed_pseudogene
Olfr593	protein_coding
Zfp36l1-ps	processed_pseudogene
Gm20734	unprocessed_pseudogene
Guk1	protein_coding
Gm47245	processed_pseudogene
Gm17073	processed_pseudogene
Olfr1060-ps1	unprocessed_pseudogene
Gm47247	processed_pseudogene
Olfr594	protein_coding
C230099D08Rik	lincRNA
Tmem198	protein_coding
Gm29676	lincRNA
Sel1l2	protein_coding
Gm7928	processed_pseudogene
Olfr1061	protein_coding
Iqcb1	protein_coding
Zfp595	protein_coding
Gm33958	lincRNA
5930420M18Rik	TEC
Gm37908	TEC
Gm34113	lincRNA
Gm34184	lincRNA
Rpl11	protein_coding
Chrnb3	protein_coding
Olfr1062	protein_coding
Gm16175	antisense
Gm16174	antisense
Bcl3	protein_coding
Olfr496-ps1	unprocessed_pseudogene
Gm49750	lincRNA
Gm11551	antisense
Gm16863	lincRNA
Meox1	protein_coding
Olfr497	protein_coding
Pradc1	protein_coding
Gm48899	antisense
Zfp874b	protein_coding
Gm44611	processed_pseudogene
Rbm48	protein_coding
Gm15745	processed_pseudogene
Arv1	protein_coding
Olfr498	protein_coding
Gm18499	processed_pseudogene
Amn1	protein_coding
Snrnp35	protein_coding
Ppp1r15a	protein_coding
Cyp4x1	protein_coding
Gm14529	processed_pseudogene
Gm48900	antisense
Gm49345	protein_coding
9430065F17Rik	antisense
Olfr499-ps1	unprocessed_pseudogene
Olfr500-ps1	unprocessed_pseudogene
Amz1	protein_coding
Gm30191	protein_coding
Gm9085	processed_pseudogene
Olfr1460-ps1	unprocessed_pseudogene
Mrps33	protein_coding
Gm14537	processed_pseudogene
Nucb1	protein_coding
Sytl1	protein_coding
Zfp58	protein_coding
Olfr168	protein_coding
Olfr736	protein_coding
Rp2	protein_coding
4833413G10Rik	antisense
Apod	protein_coding
Gatad1	protein_coding
Homer2	protein_coding
Ppp1cc	protein_coding
Gm6192	processed_pseudogene
Slc22a27	protein_coding
Olfr595-ps1	unprocessed_pseudogene
Cct7	protein_coding
Cyp4x1os	antisense
Gm7876	protein_coding
Prdx6	protein_coding
Gabrr1	protein_coding
Bend3	protein_coding
Gm7554	processed_pseudogene
9230104M06Rik	antisense
Gm7556	processed_pseudogene
Gm3252	protein_coding
Gm47541	sense_intronic
Brf1	protein_coding
Smc2	protein_coding
Cpeb4	protein_coding
Usp17ld	protein_coding
Olfr501-ps1	polymorphic_pseudogene
Olfr502	protein_coding
Gm3084	processed_pseudogene
2510017J16Rik	antisense
Gna12	protein_coding
Zfp87	protein_coding
Pex1	protein_coding
Gm5053	processed_pseudogene
Gm28377	unprocessed_pseudogene
AV205837	lincRNA
0610038B21Rik	antisense
Gm48140	antisense
Eif4e1b	protein_coding
Olfr503	protein_coding
Gm28108	lincRNA
Angptl8	protein_coding
Sra1	protein_coding
Gm45406	antisense
Gm45407	TEC
Gm49404	processed_pseudogene
4933421D24Rik	antisense
Gm34086	lincRNA
Olfr504	protein_coding
Hoxb1	protein_coding
Arhgap10	protein_coding
Abcb9	protein_coding
1700007E05Rik	transcribed_processed_pseudogene
Fam126a	protein_coding
Gm44865	processed_pseudogene
Gm47985	protein_coding
Gm18410	processed_pseudogene
Gm49736	lincRNA
1700029N11Rik	lincRNA
Gm8947	protein_coding
Gm13804	processed_pseudogene
Gm11531	processed_pseudogene
Gm47995	protein_coding
Stimate	protein_coding
Gm49092	lincRNA
3110040M04Rik	protein_coding
Slc25a3	protein_coding
Gm13806	processed_pseudogene
Gm47996	protein_coding
Rpl36-ps9	processed_pseudogene
Gm27036	processed_pseudogene
Gm11529	processed_transcript
Gm27007	lincRNA
Gm29235	lincRNA
Gm10912	TEC
Gm26587	processed_pseudogene
Nus1	protein_coding
Zan	protein_coding
Zfp459	protein_coding
Zfp13	protein_coding
Btbd6	protein_coding
Gm45555	TEC
Gm31834	antisense
Angptl3	protein_coding
4930579J19Rik	antisense
Nlrp4c	protein_coding
Olfr452	protein_coding
Gm18889	processed_pseudogene
Gm48161	sense_intronic
Rgs22	protein_coding
Bmp6	protein_coding
Agtr1a	protein_coding
A930012L18Rik	antisense
Zcchc10	protein_coding
Lig1	protein_coding
Dnmt1	protein_coding
Ivns1abp	protein_coding
Zfp738	protein_coding
Mcc	protein_coding
Tmem255a	protein_coding
Olfr169	protein_coding
Orai1	protein_coding
Gm12705	antisense
Slc26a3	protein_coding
Gm44259	processed_pseudogene
Txndc5	protein_coding
Mroh6	protein_coding
Rpl27-ps2	processed_pseudogene
Spaca9	protein_coding
Gm20920	protein_coding
Tuba3a	protein_coding
4930524B15Rik	protein_coding
Smad5	protein_coding
Gm43411	TEC
Gm2479	antisense
Gm13809	processed_pseudogene
Ntm	protein_coding
Gm20696	protein_coding
Zfp954	protein_coding
Gm4189	processed_transcript
Gm37995	TEC
Gm44574	processed_transcript
Gm26833	antisense
4930417O13Rik	processed_transcript
Mars1	protein_coding
Gm26638	sense_intronic
Gm13156	processed_pseudogene
Gm46203	processed_pseudogene
Gm37003	TEC
Rnf34	protein_coding
Gm37673	TEC
Mfn2	protein_coding
Gm26875	processed_pseudogene
Gm48403	processed_pseudogene
Gm26807	antisense
Zfp729a	protein_coding
Cdk5r1	protein_coding
Gm44570	antisense
Tmem178b	protein_coding
Gm43661	lincRNA
Cd59b	protein_coding
Foxp1	protein_coding
Olfr170	protein_coding
Gm28949	unprocessed_pseudogene
Zfp866	protein_coding
Gm28948	lincRNA
Gm38141	TEC
Gm44697	TEC
Gm20268	lincRNA
Gm28801	processed_pseudogene
Rasal1	protein_coding
Atp13a1	protein_coding
Gm11188	processed_pseudogene
Gm11369	processed_pseudogene
Ccdc27	protein_coding
Gm47608	TEC
Gm26965	protein_coding
Gm3289	lincRNA
Gm15520	antisense
Gm47607	TEC
Gm30270	antisense
Gm47609	processed_pseudogene
Cenpt	protein_coding
Gm47610	processed_pseudogene
Tspan12	protein_coding
Adamts18	protein_coding
Gm15521	sense_intronic
Gm47611	processed_pseudogene
Gm28044	protein_coding
Kdm2b	protein_coding
Chrna6	protein_coding
Olfr505-ps1	unprocessed_pseudogene
Gm42748	TEC
Gm26579	lincRNA
Gm19127	processed_pseudogene
Gm6745	processed_pseudogene
Rrp8	protein_coding
Olfr1063-ps1	transcribed_unprocessed_pseudogene
Gm17039	antisense
Gm45808	protein_coding
Gm47253	lincRNA
Rnf14	protein_coding
Zfp65	protein_coding
Rpap3-ps2	processed_pseudogene
Olfr1064-ps1	unprocessed_pseudogene
Sult2a6	protein_coding
Zbtb33	protein_coding
Gm5425	processed_pseudogene
Psmb6-ps2	processed_pseudogene
Tulp2	protein_coding
Grrp1	protein_coding
Rilpl1	protein_coding
Azgp1	protein_coding
Gm10785	antisense
Cdk12	protein_coding
Magef1	transcribed_processed_pseudogene
Gm18969	processed_pseudogene
Gm13117	processed_pseudogene
Gm28107	unprocessed_pseudogene
Gm35167	lincRNA
Olfr738	protein_coding
Gm28188	processed_pseudogene
Fam89a	protein_coding
D430001F17Rik	antisense
Gm28106	unprocessed_pseudogene
Gm4963	processed_pseudogene
Pole3	protein_coding
Gm45285	antisense
Gm21765	unprocessed_pseudogene
Gm37007	processed_pseudogene
Gm28105	unprocessed_pseudogene
Gm28187	lincRNA
Olfr737-ps1	unprocessed_pseudogene
Gm48812	lincRNA
Gm29127	processed_pseudogene
Cryzl1	protein_coding
Gm28104	lincRNA
Olfr739	protein_coding
Gm13114	processed_pseudogene
Gm9172	processed_pseudogene
Gm11869	processed_pseudogene
1700109H08Rik	protein_coding
Cdc25b	protein_coding
Nbn	protein_coding
Olfr1065	protein_coding
Eif1	protein_coding
Olfr451-ps1	polymorphic_pseudogene
H2az2	protein_coding
Prpf38a	protein_coding
Olfr450	protein_coding
Gm48095	antisense
1700006J14Rik	antisense
Zfp874a	protein_coding
Ms4a4b	protein_coding
Gm47612	processed_pseudogene
Zfa-ps	transcribed_processed_pseudogene
Gm39662	antisense
Gm34084	lincRNA
Gm45856	processed_pseudogene
Rptor	protein_coding
Gm28950	lincRNA
Tsnaxip1	protein_coding
Gm13386	processed_pseudogene
Ak8	protein_coding
Gm12230	processed_pseudogene
9230105E05Rik	antisense
Gm45380	processed_pseudogene
Gm21245	unprocessed_pseudogene
Gm2645	processed_pseudogene
Plekhf1	protein_coding
Hmga2	protein_coding
Clpb	protein_coding
Gm29169	unprocessed_pseudogene
Zfp773	protein_coding
Gm11784	unprocessed_pseudogene
Gm11785	processed_pseudogene
Gm2098	unprocessed_pseudogene
Taf10	protein_coding
Gm9359	processed_pseudogene
Gm8934	processed_pseudogene
Gm45184	lincRNA
Gm6386	processed_pseudogene
Gm50261	lincRNA
Gm50482	unitary_pseudogene
Gm18963	processed_pseudogene
Gm43852	TEC
Cacng7	protein_coding
Pcgf5	protein_coding
Lin7c	protein_coding
Smim31	protein_coding
Olfr449	protein_coding
Bcl11a	protein_coding
Gm28103	lincRNA
Phf20-ps	processed_pseudogene
Obox8	protein_coding
Gm45445	processed_pseudogene
Gm48810	processed_pseudogene
Gm43034	TEC
Gm43131	lincRNA
Ddit3	protein_coding
Gm28102	protein_coding
Olfr506	protein_coding
Gapdh-ps15	processed_pseudogene
4933402N22Rik	protein_coding
Gm28623	unprocessed_pseudogene
Gm10043	processed_pseudogene
Slf2	protein_coding
Gm44256	TEC
Gm21899	unprocessed_pseudogene
Gm13385	processed_pseudogene
Olfr507	protein_coding
Gm18783	processed_pseudogene
Gm29063	lincRNA
Gm36065	lincRNA
Vmn2r-ps35	unprocessed_pseudogene
Gm11970	processed_pseudogene
Ilk	protein_coding
Ccng1	protein_coding
Smok3b	protein_coding
Gm47792	lincRNA
Gm28737	unprocessed_pseudogene
Samd9l	protein_coding
Mrps36-ps3	processed_pseudogene
Olfr508	protein_coding
Gm11971	processed_pseudogene
Gm34276	lincRNA
Gm5288	processed_pseudogene
Crs-ps	unprocessed_pseudogene
Snrpd1	protein_coding
Gm29066	lincRNA
Gm28716	unprocessed_pseudogene
Gm18038	processed_pseudogene
Gm38242	TEC
Orc1	protein_coding
Gm28717	processed_pseudogene
Gm42910	TEC
Gm11972	processed_pseudogene
Gm28776	unprocessed_pseudogene
Gm28718	lincRNA
Olfr509	protein_coding
Gm21787	unprocessed_pseudogene
Slco2b1	protein_coding
Napg	protein_coding
Olfr171	protein_coding
Gm48519	processed_pseudogene
Smok3a	protein_coding
Ccdc178	protein_coding
Gm4900	processed_pseudogene
Zfp748	protein_coding
Gm48520	processed_pseudogene
Gm44257	lincRNA
Ddit3	protein_coding
Tars	protein_coding
Gm11787	unprocessed_pseudogene
4930417O22Rik	antisense
Mfsd6	protein_coding
Gm20422	protein_coding
Speer6-ps1	transcribed_unprocessed_pseudogene
Odf1	protein_coding
Zfp963	protein_coding
Gm19366	processed_pseudogene
Lrfn4	protein_coding
Msi1	protein_coding
Smok3c	protein_coding
Gm44151	antisense
3110009E18Rik	protein_coding
Cacng8	protein_coding
Gm28738	unprocessed_pseudogene
Gm20923	unprocessed_pseudogene
Gm5738	processed_pseudogene
Zfp418	protein_coding
Pcx	protein_coding
Gm9299	processed_pseudogene
Zfp429	protein_coding
Gm3116	unprocessed_pseudogene
Gm6813	processed_pseudogene
Gm50196	antisense
Hps6	protein_coding
Gm40653	lincRNA
Gm20281	processed_pseudogene
4930555K19Rik	processed_pseudogene
Tgfbr1	protein_coding
Prr14	protein_coding
4930505N22Rik	bidirectional_promoter_lncRNA
Gm49529	processed_pseudogene
Gm9616	processed_pseudogene
Armh3	protein_coding
Zfy1	protein_coding
Gm43493	processed_pseudogene
Zkscan1	protein_coding
Icosl	protein_coding
Gm13342	processed_pseudogene
Myo3a	protein_coding
Gm28041	protein_coding
4930538E20Rik	antisense
Gm48894	processed_pseudogene
Tstd3	protein_coding
Zfp456	protein_coding
Gm16505	transcribed_unprocessed_pseudogene
Gm8616	processed_pseudogene
Gm48530	lincRNA
3300002P13Rik	lincRNA
Gm12064	antisense
Olfr510	protein_coding
Slc22a28	protein_coding
Hepacam2	protein_coding
Gm12743	processed_transcript
Ccnc	protein_coding
Zfp953	protein_coding
Nme1	protein_coding
4930414N06Rik	antisense
Slc17a7	protein_coding
Gm47922	lincRNA
Rdh16f2	protein_coding
Sost	protein_coding
Ppcs	protein_coding
Gm38307	TEC
Gm21046	processed_pseudogene
Gm7619	processed_pseudogene
Gm50262	processed_pseudogene
Gm45249	processed_pseudogene
Nkg7	protein_coding
Gm45623	protein_coding
Gm7624	processed_pseudogene
Cnot4	protein_coding
Gm29670	sense_intronic
Gm19163	processed_pseudogene
Cacng6	protein_coding
A930033H14Rik	protein_coding
Gm29799	processed_pseudogene
Syce1	protein_coding
2610507I01Rik	processed_transcript
Pex26	protein_coding
Rhobtb1	protein_coding
Gm20390	protein_coding
Gm13339	unprocessed_pseudogene
Ccdc66	protein_coding
Gm13341	unprocessed_pseudogene
Gm13340	unprocessed_pseudogene
Nme2	protein_coding
B130055M24Rik	processed_transcript
Gm20689	processed_pseudogene
Fxyd4	protein_coding
Gm18588	processed_pseudogene
Gm45110	TEC
Ift80	protein_coding
Zfp689	protein_coding
Gm50360	processed_pseudogene
Dlg4	protein_coding
Gm31933	lincRNA
Gm7985	processed_pseudogene
Gm48227	lincRNA
Gm29162	lincRNA
Smu1	protein_coding
Daam1	protein_coding
Zfyve26	protein_coding
Gm21777	unprocessed_pseudogene
Rdh7	protein_coding
Gm28866	lincRNA
Gm5213	processed_pseudogene
Gm10138	antisense
Gm8705	processed_pseudogene
4930430O22Rik	antisense
Gm49313	lincRNA
Mrpl21	protein_coding
Gm49596	processed_pseudogene
Gast	protein_coding
Olfr448	protein_coding
Lamp3	protein_coding
Gm47994	processed_pseudogene
Eid2	protein_coding
Gm47011	TEC
Gm30893	antisense
Ms4a6c	protein_coding
Gm49314	TEC
Hecw1	protein_coding
Eid2b	protein_coding
Nptx2	protein_coding
Gm1698	lincRNA
Mslnl	protein_coding
Olfr511-ps1	unprocessed_pseudogene
Olfr512	protein_coding
Gm47488	processed_pseudogene
Akap6	protein_coding
Rbm3os	antisense
Lsm7	protein_coding
Gm45861	protein_coding
Tmc4-ps	processed_pseudogene
Spef1	protein_coding
Gm9042	processed_pseudogene
Gm28857	antisense
Poteg	protein_coding
Gm15893	antisense
Olfr1461	protein_coding
Bdh1	protein_coding
AA986860	protein_coding
Gm44014	TEC
F530104D19Rik	antisense
Msi2	protein_coding
Eif3a	protein_coding
Rbm3	protein_coding
Gm47773	processed_pseudogene
Smim12	protein_coding
BE692007	processed_transcript
Tasor	protein_coding
Gm47413	processed_pseudogene
Snhg6	lincRNA
Ighmbp2	protein_coding
Adam24	protein_coding
Olfr447	protein_coding
Gm18806	processed_pseudogene
Gm12948	processed_pseudogene
Ddo	protein_coding
Gm50263	processed_pseudogene
Gja4	protein_coding
Gm34280	antisense
Gm43425	TEC
Gm15635	antisense
Hmgb1-ps1	processed_pseudogene
Igkv4-54	IG_V_gene
Gm15976	antisense
Olfr446	protein_coding
Platr8	processed_transcript
Gm45660	processed_pseudogene
Gm8423	processed_pseudogene
Gatd3a	protein_coding
Igkv4-53	IG_V_gene
Platr13	lincRNA
Ramac	protein_coding
Itsn1	protein_coding
Gm906	protein_coding
Gm2420	transcribed_unprocessed_pseudogene
Ybx3	protein_coding
Cd47	protein_coding
Dnaja1	protein_coding
Ltbr	protein_coding
Gm12140	processed_pseudogene
Gm12430	processed_pseudogene
Gm42606	IG_V_pseudogene
Olrf445-ps1	unprocessed_pseudogene
Gm2080	processed_pseudogene
Hspd1-ps3	processed_pseudogene
Gm5749	processed_pseudogene
Bhlha9	protein_coding
Igkv4-51	IG_V_gene
Olfr444	protein_coding
Gm31126	lincRNA
Gm12142	processed_pseudogene
Adam25	protein_coding
Alg2	protein_coding
Gm47805	lincRNA
Trarg1	protein_coding
4933430I17Rik	protein_coding
Rimkla	protein_coding
Synrg	protein_coding
Gm8739	antisense
Gm28650	processed_pseudogene
Gm8369	protein_coding
Gm47429	protein_coding
Nutm2	protein_coding
Tuba8	protein_coding
Ric8a	protein_coding
Camk2g	protein_coding
Gm15856	antisense
Rptoros	antisense
Fbxw17	protein_coding
Gm11761	processed_pseudogene
Olfr740	protein_coding
Gm14232	antisense
Mcmdc2	protein_coding
9530022L04Rik	TEC
Ccdc74a	protein_coding
Cenpb	protein_coding
Mtres1	protein_coding
Gm17799	processed_pseudogene
Olfr741	protein_coding
Kitl	protein_coding
Zmynd12	protein_coding
Olfr443-ps1	transcribed_unprocessed_pseudogene
Olfr742	protein_coding
1700037H04Rik	protein_coding
Olfr1462	protein_coding
Gm47889	lincRNA
Gm9803	protein_coding
Gm19057	processed_pseudogene
4930522H14Rik	protein_coding
Tnfsf4	protein_coding
Selenov	protein_coding
A230004M16Rik	processed_transcript
Uvssa	protein_coding
Ptpru	protein_coding
Gm20690	processed_pseudogene
Gm48183	TEC
Gm20690	processed_pseudogene
Adcyap1r1	protein_coding
Gm20691	processed_pseudogene
Gabrg2	protein_coding
Olfr743	protein_coding
Gm19109	processed_pseudogene
Dusp3	protein_coding
Olfr744	protein_coding
Dctn4	protein_coding
Myh11	protein_coding
Mab21l1	protein_coding
Gm16114	processed_pseudogene
Tnfsf18	protein_coding
Intu	protein_coding
Gm42842	TEC
Hnrnpa3	protein_coding
Nbea	protein_coding
Purb	protein_coding
Skor2	protein_coding
Urah	protein_coding
Olfr745	protein_coding
Gm35037	lincRNA
Gm37638	TEC
Rhox7-ps1	unprocessed_pseudogene
Gm42958	IG_V_pseudogene
Tmem68	protein_coding
Gm8436	processed_pseudogene
Zfp541	protein_coding
Gm15429	processed_pseudogene
Dmac2l	protein_coding
Gm11973	antisense
Gm15743	antisense
Gm8953	lincRNA
Olfr513	protein_coding
Hsd3b6	protein_coding
Gm45286	TEC
Prmt9	protein_coding
Wdcp	protein_coding
Gm45232	processed_pseudogene
AL592080.1	unprocessed_pseudogene
Gm12274	processed_pseudogene
Tmed2	protein_coding
Gm11510	processed_pseudogene
Sult2a8	protein_coding
Gm45192	processed_pseudogene
Specc1	protein_coding
Olfr746	protein_coding
Cfap97d1	protein_coding
Synpr	protein_coding
Gm5049	processed_pseudogene
Gm18762	processed_pseudogene
Adam20	protein_coding
Gm28770	unprocessed_pseudogene
Ulk1	protein_coding
Nsg2	protein_coding
Atp1b4	protein_coding
Gm20901	unprocessed_pseudogene
Sidt1	protein_coding
Gm28176	lincRNA
Igkv4-50	IG_V_gene
Bet1l	protein_coding
Adam39	protein_coding
Gm19640	processed_pseudogene
Gm11870	processed_pseudogene
Osgin2	protein_coding
Gm47677	lincRNA
Gm30933	bidirectional_promoter_lncRNA
Igkv12-49	IG_V_pseudogene
Jade3	protein_coding
Usp45	protein_coding
Gm18688	processed_pseudogene
Nol10	protein_coding
Gm50220	processed_pseudogene
Gm41757	antisense
Gm6619	protein_coding
Gfy	protein_coding
Gm48018	transcribed_unprocessed_pseudogene
Gm7940	processed_pseudogene
Gm15397	sense_intronic
C430039J16Rik	lincRNA
Gm19168	processed_pseudogene
Alpk2	protein_coding
Gm33447	lincRNA
Gm15398	lincRNA
Rps13	protein_coding
Gm6407	processed_pseudogene
Gm20659	antisense
5430401F13Rik	protein_coding
Olfr514	protein_coding
Gm45785	protein_coding
Myom2	protein_coding
Calb2	protein_coding
Tmem184c	protein_coding
Olfr515-ps1	unprocessed_pseudogene
Zfp941	protein_coding
Gm28786	lincRNA
Gm49106	lincRNA
Gm49107	lincRNA
Gm48457	processed_pseudogene
Gm29360	lincRNA
Gm9614	processed_pseudogene
Olfr516	protein_coding
Gm49222	processed_pseudogene
Gm16571	transcribed_unprocessed_pseudogene
Gm29496	unprocessed_pseudogene
C330022C24Rik	antisense
Gm11874	processed_pseudogene
Gm41271	processed_transcript
Gm48324	lincRNA
Scgb1c1	protein_coding
Gm29497	lincRNA
Gm49231	lincRNA
Hmgb1l	processed_pseudogene
Olfr1463	protein_coding
Gm29499	unprocessed_pseudogene
Dll3	protein_coding
Odf3	protein_coding
Gm9220	unprocessed_pseudogene
Gm28581	unprocessed_pseudogene
Dtx1	protein_coding
Gm44767	antisense
Gm5839	processed_pseudogene
Gm28405	lincRNA
Gm28588	antisense
Zfp787	protein_coding
Gm14884	processed_pseudogene
Uba1y	protein_coding
Cd68	protein_coding
Pop4	protein_coding
Gm49658	TEC
Gm49660	TEC
Gm21792	unprocessed_pseudogene
Gm18021	processed_pseudogene
Gm49659	TEC
Olfr747	protein_coding
Gm28406	lincRNA
Cyp2a5	protein_coding
Robo2	protein_coding
Wdfy1	protein_coding
Gm50221	antisense
F730048M01Rik	antisense
Gm48714	TEC
Pex7	protein_coding
Gm15913	processed_pseudogene
Gm5345	processed_pseudogene
Gm38151	processed_pseudogene
1700003I16Rik	lincRNA
Gm10388	TEC
Igkv5-48	IG_V_gene
Sirt3	protein_coding
Gm48717	TEC
Car13	protein_coding
Pknox2	protein_coding
Gm8756	processed_pseudogene
Igkv12-47	IG_V_pseudogene
Gm36752	lincRNA
Gm13106	unprocessed_pseudogene
